close,x_vals
0.04793055348514975,0.0
0.03152378702977315,4.0
0.27829486252667845,8.0
0.19153927480250887,12.0
0.33668377257570586,16.0
0.28410123054742387,20.0
0.33644848482291645,24.0
0.4586217587368285,28.0
0.5811746474120436,32.0
0.5900243760910701,36.0
0.7234706106650632,40.0
0.5881715279018198,44.0
0.6780290381979105,48.0
0.8853594272955847,52.0
0.90788486457825,56.0
0.8577296107196087,60.0
0.9132508802100961,64.0
0.820116409395137,68.0
0.9323398673470972,72.0
1.0134614829400432,76.0
0.9141245499931929,80.0
1.1262096584692298,84.0
1.1128113544750058,88.0
1.0483048029692,92.0
1.0823454771551333,96.0
0.8828205628217339,100.0
0.8867039372747288,104.0
0.8972520212673982,108.0
0.9523168289805432,112.0
1.0118266173980597,116.0
0.8043563107885303,120.0
0.7134085409318575,124.0
0.8008320085307387,128.0
0.7980930340966713,132.0
0.7543834685259616,136.0
0.6327714282254682,140.0
0.3698061293082133,144.0
0.5736893261823097,148.0
0.4670502101934211,152.0
0.4224950495799193,156.0
0.3701785285039063,160.0
0.3284153057589463,164.0
0.34230848113061524,168.0
0.11410039049674119,172.0
0.008483124146514476,176.0
0.07633710201036309,180.0
-0.03397815085184607,184.0
-0.0924923015090533,188.0
-0.25961770523160044,192.0
-0.26775302358315256,196.0
-0.442319519156523,200.0
-0.5002487766259298,204.0
-0.549183697119227,208.0
-0.40342721677199844,212.0
-0.47418831485900026,216.0
-0.5564053764389191,220.0
-0.8678102693325679,224.0
-0.9841266082219351,228.0
-0.71454477697113,232.0
-0.9251562120885243,236.0
-0.9887612304532454,240.0
-0.9977836185013316,244.0
-1.0112940843194325,248.0
-1.0637278977987077,252.0
-0.816644065614777,256.0
-1.2194839140135614,260.0
-0.9508334433418313,264.0
-1.1100277319653282,268.0
-1.1695493896452884,272.0
-0.8030806725882654,276.0
-1.1017341513171643,280.0
-1.08182983769208,284.0
-0.9716735795345981,288.0
-1.1299473032824916,292.0
-0.8596881426139094,296.0
-0.8283063778664917,300.0
-0.9924029116410136,304.0
-0.8217436875615554,308.0
